nrInst,nrAgencia,cdClient,nmClient,nrCpfCnpj,nrContrato,dtContrato,qtPrestacoes,vlTotal,cdProduto,dsProduto,cdCarteira,dsCarteira,nrProposta,nrPresta,tpPresta,nrSeqPre,dtVctPre,vlPresta,vlMora,vlMulta,vlOutAcr,vlIof,vlDescon,vlAtual,idSituac,idSitVen
350,6,31108,CLIENTE 6,394454624050,78905,20220223,8,38418.9,1691,CDC PESSOA JURIDICA,12,CRÉDITO DIRETO AO CONSUMIDOR,542681,9,Original,0,20220512,29743.65,97976.72,56476.33,0,0,0,184196.7,Aberta,Vencida
1168,49,61378,CLIENTE 7,319123650392,443799,20230804,2,79551.55,1954,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,314465,2,Original,0,20221022,48531.61,38627.17,49389.89,0,0,0,136548.66999999998,Aberta,Vencida
1168,49,61378,CLIENTE 7,319123650392,443799,20230804,2,79551.55,1954,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,314465,3,Original,0,20231228,48976.57,69820.06,64578.51,0,0,0,183375.14,Aberta,Vencida
230,21,30623,CLIENTE 8,449687639633,695456,20240408,8,10098.59,482,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,413041,2,Original,0,20221003,4660.29,2087,72535.99,0,0,0,79283.28,Aberta,Vencida
230,21,30623,CLIENTE 8,449687639633,695456,20240408,8,10098.59,482,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,413041,3,Original,0,20220501,48121.78,87599.87,32447.72,0,0,0,168169.37,Aberta,Vencida
230,21,30623,CLIENTE 8,449687639633,695456,20240408,8,10098.59,482,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,413041,4,Original,0,20221203,62355.2,25814.16,34178.38,0,0,0,122347.73999999999,Aberta,Vencida
230,21,30623,CLIENTE 8,449687639633,695456,20240408,8,10098.59,482,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,413041,5,Original,0,20230323,40612.86,49700.5,15354.39,0,0,0,105667.75,Aberta,Vencida
230,21,30623,CLIENTE 8,449687639633,695456,20240408,8,10098.59,482,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,413041,6,Original,0,20220901,43452.61,35545.7,19037.7,0,0,0,98036.01,Aberta,Vencida
230,21,30623,CLIENTE 8,449687639633,695456,20240408,8,10098.59,482,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,413041,7,Original,0,20220613,56473.79,86517.69,20747.88,0,0,0,163739.36000000002,Aberta,Vencida
230,21,30623,CLIENTE 8,449687639633,695456,20240408,8,10098.59,482,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,413041,8,Original,0,20220702,51319.37,35488.63,13984.44,0,0,0,100792.44,Aberta,Vencida
230,21,30623,CLIENTE 8,449687639633,695456,20240408,8,10098.59,482,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,413041,9,Original,0,20220222,72391.49,8261.21,14915.66,0,0,0,95568.36000000002,Aberta,Vencida
1479,22,91476,CLIENTE 9,357114417821,164244,20230526,6,20198.69,695,CDC PESSOA JURIDICA,9,CRÉDITO DIRETO AO CONSUMIDOR,709327,2,Original,0,20220121,91978.67,66886.93,9483.28,0,0,0,168348.87999999998,Aberta,Vencida
1479,22,91476,CLIENTE 9,357114417821,164244,20230526,6,20198.69,695,CDC PESSOA JURIDICA,9,CRÉDITO DIRETO AO CONSUMIDOR,709327,3,Original,0,20230326,71784.33,79344.73,71769.04,0,0,0,222898.09999999998,Aberta,Vencida
1479,22,91476,CLIENTE 9,357114417821,164244,20230526,6,20198.69,695,CDC PESSOA JURIDICA,9,CRÉDITO DIRETO AO CONSUMIDOR,709327,4,Original,0,20230820,94082.74,50174.92,66610.84,0,0,0,210868.5,Aberta,Vencida
1479,22,91476,CLIENTE 9,357114417821,164244,20230526,6,20198.69,695,CDC PESSOA JURIDICA,9,CRÉDITO DIRETO AO CONSUMIDOR,709327,5,Original,0,20220511,91020.26,33598.67,84115.4,0,0,0,208734.33,Aberta,Vencida
1479,22,91476,CLIENTE 9,357114417821,164244,20230526,6,20198.69,695,CDC PESSOA JURIDICA,9,CRÉDITO DIRETO AO CONSUMIDOR,709327,6,Original,0,20221216,51239.39,75229.57,6163.54,0,0,0,132632.5,Aberta,Vencida
1479,22,91476,CLIENTE 9,357114417821,164244,20230526,6,20198.69,695,CDC PESSOA JURIDICA,9,CRÉDITO DIRETO AO CONSUMIDOR,709327,7,Original,0,20230305,569.1,11113.73,19118.48,0,0,0,30801.309999999998,Aberta,Vencida
1428,33,61188,CLIENTE 10,513362970403,180651,20231001,3,50393.18,1830,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,430554,2,Original,0,20231115,47197.38,80361.25,55998.7,0,0,0,183557.33000000002,Aberta,Vencida
1428,33,61188,CLIENTE 10,513362970403,180651,20231001,3,50393.18,1830,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,430554,3,Original,0,20220522,62607.93,62451.04,11900.14,0,0,0,136959.11,Aberta,Vencida
1428,33,61188,CLIENTE 10,513362970403,180651,20231001,3,50393.18,1830,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,430554,4,Original,0,20231205,42730.28,53294.62,10928.27,0,0,0,106953.17,Aberta,Vencida
413,4,70842,CLIENTE 11,946598450311,764939,20240306,6,42372.64,599,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,106098,2,Original,0,20230222,44616.91,45062.79,76709.36,0,0,0,166389.06,Aberta,Vencida
413,4,70842,CLIENTE 11,946598450311,764939,20240306,6,42372.64,599,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,106098,3,Original,0,20220513,71777.88,84330.46,99986.27,0,0,0,256094.61000000004,Aberta,Vencida
413,4,70842,CLIENTE 11,946598450311,764939,20240306,6,42372.64,599,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,106098,4,Original,0,20231024,4891.68,33017.11,28351.34,0,0,0,66260.13,Aberta,Vencida
413,4,70842,CLIENTE 11,946598450311,764939,20240306,6,42372.64,599,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,106098,5,Original,0,20220424,28136.79,87971.31,40838.49,0,0,0,156946.59,Aberta,Vencida
413,4,70842,CLIENTE 11,946598450311,764939,20240306,6,42372.64,599,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,106098,6,Original,0,20230212,38612.33,78913.71,11460.72,0,0,0,128986.76000000001,Aberta,Vencida
413,4,70842,CLIENTE 11,946598450311,764939,20240306,6,42372.64,599,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,106098,7,Original,0,20240513,26582.95,75049.33,98882.44,0,0,0,200514.72,Aberta,Vencida
1990,29,11500,CLIENTE 12,293396464352,244864,20220720,5,25397.14,954,CDC PESSOA JURIDICA,18,CRÉDITO DIRETO AO CONSUMIDOR,393547,2,Original,0,20221104,4626.54,38586.51,50397.14,0,0,0,93610.19,Aberta,Vencida
1990,29,11500,CLIENTE 12,293396464352,244864,20220720,5,25397.14,954,CDC PESSOA JURIDICA,18,CRÉDITO DIRETO AO CONSUMIDOR,393547,3,Original,0,20230609,62264.46,92952.6,45420.09,0,0,0,200637.15,Aberta,Vencida
1990,29,11500,CLIENTE 12,293396464352,244864,20220720,5,25397.14,954,CDC PESSOA JURIDICA,18,CRÉDITO DIRETO AO CONSUMIDOR,393547,4,Original,0,20240924,50524.71,52143.35,56238.44,0,0,0,158906.5,Aberta,Vencida
1990,29,11500,CLIENTE 12,293396464352,244864,20220720,5,25397.14,954,CDC PESSOA JURIDICA,18,CRÉDITO DIRETO AO CONSUMIDOR,393547,5,Original,0,20241105,16026.48,37347.45,16089.05,0,0,0,69462.98,Aberta,Vencida
1990,29,11500,CLIENTE 12,293396464352,244864,20220720,5,25397.14,954,CDC PESSOA JURIDICA,18,CRÉDITO DIRETO AO CONSUMIDOR,393547,6,Original,0,20220404,81547.36,79788.09,8108.58,0,0,0,169444.03,Aberta,Vencida
222,13,36052,CLIENTE 13,984073507745,44358,20230406,7,74155.17,332,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,832128,2,Original,0,20240928,1348.15,71397.08,49576.17,0,0,0,122321.4,Aberta,Vencida
222,13,36052,CLIENTE 13,984073507745,44358,20230406,7,74155.17,332,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,832128,3,Original,0,20240808,63968.24,25656.09,97888.85,0,0,0,187513.18,Aberta,Vencida
222,13,36052,CLIENTE 13,984073507745,44358,20230406,7,74155.17,332,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,832128,4,Original,0,20231106,62180.31,59527.89,58634.75,0,0,0,180342.95,Aberta,Vencida
222,13,36052,CLIENTE 13,984073507745,44358,20230406,7,74155.17,332,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,832128,5,Original,0,20240223,44854.32,70112.32,36803.52,0,0,0,151770.16,Aberta,Vencida
222,13,36052,CLIENTE 13,984073507745,44358,20230406,7,74155.17,332,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,832128,6,Original,0,20230213,44576.91,25016.76,73284.22,0,0,0,142877.89,Aberta,Vencida
222,13,36052,CLIENTE 13,984073507745,44358,20230406,7,74155.17,332,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,832128,7,Original,0,20240213,37625.56,65691.61,3079.16,0,0,0,106396.33,Aberta,Vencida
222,13,36052,CLIENTE 13,984073507745,44358,20230406,7,74155.17,332,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,832128,8,Original,0,20230705,81805.69,6358.5,84057.12,0,0,0,172221.31,Aberta,Vencida
732,34,67610,CLIENTE 14,767722459371,638576,20231012,4,65820.79,1356,CDC PESSOA JURIDICA,3,CRÉDITO DIRETO AO CONSUMIDOR,57101,2,Original,0,20230109,58255.23,56664.64,68707.35,0,0,0,183627.22,Aberta,Vencida
732,34,67610,CLIENTE 14,767722459371,638576,20231012,4,65820.79,1356,CDC PESSOA JURIDICA,3,CRÉDITO DIRETO AO CONSUMIDOR,57101,3,Original,0,20230723,81430.29,87626.88,2904.88,0,0,0,171962.05,Aberta,Vencida
732,34,67610,CLIENTE 14,767722459371,638576,20231012,4,65820.79,1356,CDC PESSOA JURIDICA,3,CRÉDITO DIRETO AO CONSUMIDOR,57101,4,Original,0,20240923,52300.14,59857.41,89799.33,0,0,0,201956.88,Aberta,Vencida
732,34,67610,CLIENTE 14,767722459371,638576,20231012,4,65820.79,1356,CDC PESSOA JURIDICA,3,CRÉDITO DIRETO AO CONSUMIDOR,57101,5,Original,0,20240124,73892.04,39805.25,6351.95,0,0,0,120049.23999999999,Aberta,Vencida
1018,18,33117,CLIENTE 15,812774523051,259120,20231026,6,91278.12,1476,CDC PESSOA JURIDICA,15,CRÉDITO DIRETO AO CONSUMIDOR,398902,2,Original,0,20230208,83495.29,44272.37,69824.61,0,0,0,197592.27000000002,Aberta,Vencida
1018,18,33117,CLIENTE 15,812774523051,259120,20231026,6,91278.12,1476,CDC PESSOA JURIDICA,15,CRÉDITO DIRETO AO CONSUMIDOR,398902,3,Original,0,20240614,22696,37896.68,39936.77,0,0,0,100529.45,Aberta,Vencida
1018,18,33117,CLIENTE 15,812774523051,259120,20231026,6,91278.12,1476,CDC PESSOA JURIDICA,15,CRÉDITO DIRETO AO CONSUMIDOR,398902,4,Original,0,20220815,92875.37,2770.39,40177.3,0,0,0,135823.06,Aberta,Vencida
1018,18,33117,CLIENTE 15,812774523051,259120,20231026,6,91278.12,1476,CDC PESSOA JURIDICA,15,CRÉDITO DIRETO AO CONSUMIDOR,398902,5,Original,0,20220901,3212.42,21211.71,29291.06,0,0,0,53715.19,Aberta,Vencida
1018,18,33117,CLIENTE 15,812774523051,259120,20231026,6,91278.12,1476,CDC PESSOA JURIDICA,15,CRÉDITO DIRETO AO CONSUMIDOR,398902,6,Original,0,20240209,96500.69,98082.89,60064.74,0,0,0,254648.32,Aberta,Vencida
1018,18,33117,CLIENTE 15,812774523051,259120,20231026,6,91278.12,1476,CDC PESSOA JURIDICA,15,CRÉDITO DIRETO AO CONSUMIDOR,398902,7,Original,0,20240319,18571.65,402.35,99815.89,0,0,0,118789.89,Aberta,Vencida
1350,45,31408,CLIENTE 16,47185390316,529187,20241208,9,24363.19,157,CDC PESSOA JURIDICA,6,CRÉDITO DIRETO AO CONSUMIDOR,111029,2,Original,0,20220625,53796.17,85399.18,65924.29,0,0,0,205119.63999999996,Aberta,Vencida
1350,45,31408,CLIENTE 16,47185390316,529187,20241208,9,24363.19,157,CDC PESSOA JURIDICA,6,CRÉDITO DIRETO AO CONSUMIDOR,111029,3,Original,0,20241108,68173.6,28559.11,45752.69,0,0,0,142485.40000000002,Aberta,Vencida
1350,45,31408,CLIENTE 16,47185390316,529187,20241208,9,24363.19,157,CDC PESSOA JURIDICA,6,CRÉDITO DIRETO AO CONSUMIDOR,111029,4,Original,0,20220108,28763.44,95194.74,33178.63,0,0,0,157136.81,Aberta,Vencida
1350,45,31408,CLIENTE 16,47185390316,529187,20241208,9,24363.19,157,CDC PESSOA JURIDICA,6,CRÉDITO DIRETO AO CONSUMIDOR,111029,5,Original,0,20220219,51938.65,33884.54,98948.28,0,0,0,184771.47,Aberta,Vencida
1350,45,31408,CLIENTE 16,47185390316,529187,20241208,9,24363.19,157,CDC PESSOA JURIDICA,6,CRÉDITO DIRETO AO CONSUMIDOR,111029,6,Original,0,20220403,34328.9,70621.39,72986.6,0,0,0,177936.89,Aberta,Vencida
1350,45,31408,CLIENTE 16,47185390316,529187,20241208,9,24363.19,157,CDC PESSOA JURIDICA,6,CRÉDITO DIRETO AO CONSUMIDOR,111029,7,Original,0,20241127,10918.32,47300.08,28992.96,0,0,0,87211.36,Aberta,Vencida
1350,45,31408,CLIENTE 16,47185390316,529187,20241208,9,24363.19,157,CDC PESSOA JURIDICA,6,CRÉDITO DIRETO AO CONSUMIDOR,111029,8,Original,0,20240501,66473.21,60942.88,38317.53,0,0,0,165733.62,Aberta,Vencida
1350,45,31408,CLIENTE 16,47185390316,529187,20241208,9,24363.19,157,CDC PESSOA JURIDICA,6,CRÉDITO DIRETO AO CONSUMIDOR,111029,9,Original,0,20220620,97392.06,67541.3,68340.11,0,0,0,233273.46999999997,Aberta,Vencida
1350,45,31408,CLIENTE 16,47185390316,529187,20241208,9,24363.19,157,CDC PESSOA JURIDICA,6,CRÉDITO DIRETO AO CONSUMIDOR,111029,10,Original,0,20241009,77036.3,58654.38,79795.34,0,0,0,215486.02,Aberta,Vencida
645,23,32969,CLIENTE 17,566152297181,866971,20240927,3,42325.83,63,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,377696,2,Original,0,20220927,71213.53,22153.61,90826.13,0,0,0,184193.27000000002,Aberta,Vencida
645,23,32969,CLIENTE 17,566152297181,866971,20240927,3,42325.83,63,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,377696,3,Original,0,20240423,25943.63,26672.28,31478.92,0,0,0,84094.83,Aberta,Vencida
645,23,32969,CLIENTE 17,566152297181,866971,20240927,3,42325.83,63,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,377696,4,Original,0,20231001,93373.07,60904.25,12048.51,0,0,0,166325.83000000002,Aberta,Vencida
1651,33,63879,CLIENTE 18,524751366378,991548,20220415,1,77813.67,929,CDC PESSOA JURIDICA,18,CRÉDITO DIRETO AO CONSUMIDOR,828805,2,Original,0,20221023,50193.17,70480.72,21351.3,0,0,0,142025.19,Aberta,Vencida
1537,18,40166,CLIENTE 19,435345211643,224883,20241206,1,9675.91,1610,CDC PESSOA JURIDICA,3,CRÉDITO DIRETO AO CONSUMIDOR,747348,2,Original,0,20220818,44592.24,53843.82,38683.53,0,0,0,137119.59,Aberta,Vencida
31,16,28843,CLIENTE 20,792608117956,403261,20230118,10,40370.2,1276,CDC PESSOA JURIDICA,14,CRÉDITO DIRETO AO CONSUMIDOR,179643,2,Original,0,20220827,89886.7,14287.35,49662.78,0,0,0,153836.83000000002,Aberta,Vencida
31,16,28843,CLIENTE 20,792608117956,403261,20230118,10,40370.2,1276,CDC PESSOA JURIDICA,14,CRÉDITO DIRETO AO CONSUMIDOR,179643,3,Original,0,20220128,76489.34,61771.53,89589.65,0,0,0,227850.52,Aberta,Vencida
31,16,28843,CLIENTE 20,792608117956,403261,20230118,10,40370.2,1276,CDC PESSOA JURIDICA,14,CRÉDITO DIRETO AO CONSUMIDOR,179643,4,Original,0,20230807,51113.65,16306.65,16471.99,0,0,0,83892.29000000001,Aberta,Vencida
31,16,28843,CLIENTE 20,792608117956,403261,20230118,10,40370.2,1276,CDC PESSOA JURIDICA,14,CRÉDITO DIRETO AO CONSUMIDOR,179643,5,Original,0,20220418,74257.44,53058.56,51610.79,0,0,0,178926.79,Aberta,Vencida
31,16,28843,CLIENTE 20,792608117956,403261,20230118,10,40370.2,1276,CDC PESSOA JURIDICA,14,CRÉDITO DIRETO AO CONSUMIDOR,179643,6,Original,0,20241217,15627.81,92360.88,16472.77,0,0,0,124461.46,Aberta,Vencida
31,16,28843,CLIENTE 20,792608117956,403261,20230118,10,40370.2,1276,CDC PESSOA JURIDICA,14,CRÉDITO DIRETO AO CONSUMIDOR,179643,7,Original,0,20240928,53807.15,41117.32,17317.17,0,0,0,112241.64,Aberta,Vencida
31,16,28843,CLIENTE 20,792608117956,403261,20230118,10,40370.2,1276,CDC PESSOA JURIDICA,14,CRÉDITO DIRETO AO CONSUMIDOR,179643,8,Original,0,20220427,42732.98,58973.16,2450.67,0,0,0,104156.81000000001,Aberta,Vencida
31,16,28843,CLIENTE 20,792608117956,403261,20230118,10,40370.2,1276,CDC PESSOA JURIDICA,14,CRÉDITO DIRETO AO CONSUMIDOR,179643,9,Original,0,20240212,64852.96,56016.01,25427.7,0,0,0,146296.67,Aberta,Vencida
31,16,28843,CLIENTE 20,792608117956,403261,20230118,10,40370.2,1276,CDC PESSOA JURIDICA,14,CRÉDITO DIRETO AO CONSUMIDOR,179643,10,Original,0,20230227,49859.38,37885.49,40208.38,0,0,0,127953.25,Aberta,Vencida
31,16,28843,CLIENTE 20,792608117956,403261,20230118,10,40370.2,1276,CDC PESSOA JURIDICA,14,CRÉDITO DIRETO AO CONSUMIDOR,179643,11,Original,0,20220506,57518.46,20405.81,62674.76,0,0,0,140599.03,Aberta,Vencida
1266,32,57965,CLIENTE 21,697106781863,781607,20221018,6,48846.53,1390,CDC PESSOA JURIDICA,9,CRÉDITO DIRETO AO CONSUMIDOR,223489,2,Original,0,20241205,84016.05,85995.84,86954.7,0,0,0,256966.59000000003,Aberta,Vencida
1266,32,57965,CLIENTE 21,697106781863,781607,20221018,6,48846.53,1390,CDC PESSOA JURIDICA,9,CRÉDITO DIRETO AO CONSUMIDOR,223489,3,Original,0,20231206,3919.16,84561.18,52456.73,0,0,0,140937.07,Aberta,Vencida
1266,32,57965,CLIENTE 21,697106781863,781607,20221018,6,48846.53,1390,CDC PESSOA JURIDICA,9,CRÉDITO DIRETO AO CONSUMIDOR,223489,4,Original,0,20230613,9885.98,93475.12,4167.74,0,0,0,107528.84,Aberta,Vencida
